Title,Link,Difficulty,Topic
"Sliding Puzzle","https://leetcode.com/problems/sliding-puzzle","HARD","Array, Dynamic Programming, Backtracking, Breadth-First Search, Memoization, Matrix"
"H-Index","https://leetcode.com/problems/h-index","MEDIUM","Array, Sorting, Counting Sort"
"Single Element in a Sorted Array","https://leetcode.com/problems/single-element-in-a-sorted-array","MEDIUM","Array, Binary Search"
"Maximal Square","https://leetcode.com/problems/maximal-square","MEDIUM","Array, Dynamic Programming, Matrix"
"Reverse Linked List II","https://leetcode.com/problems/reverse-linked-list-ii","MEDIUM","Linked List"
"Validate Binary Search Tree","https://leetcode.com/problems/validate-binary-search-tree","MEDIUM","Tree, Depth-First Search, Binary Search Tree, Binary Tree"
"Intersection of Two Linked Lists","https://leetcode.com/problems/intersection-of-two-linked-lists","EASY","Hash Table, Linked List, Two Pointers"
"Longest Common Prefix","https://leetcode.com/problems/longest-common-prefix","EASY","String, Trie"
"Ways to Make a Fair Array","https://leetcode.com/problems/ways-to-make-a-fair-array","MEDIUM","Array, Prefix Sum"
"Find Peak Element","https://leetcode.com/problems/find-peak-element","MEDIUM","Array, Binary Search"
"Implement Trie (Prefix Tree)","https://leetcode.com/problems/implement-trie-prefix-tree","MEDIUM","Hash Table, String, Design, Trie"
"Double a Number Represented as a Linked List","https://leetcode.com/problems/double-a-number-represented-as-a-linked-list","MEDIUM","Linked List, Math, Stack"
"Minimum Add to Make Parentheses Valid","https://leetcode.com/problems/minimum-add-to-make-parentheses-valid","MEDIUM","String, Stack, Greedy"
"Maximum Sum of Distinct Subarrays With Length K","https://leetcode.com/problems/maximum-sum-of-distinct-subarrays-with-length-k","MEDIUM","Array, Hash Table, Sliding Window"
"Max Points on a Line","https://leetcode.com/problems/max-points-on-a-line","HARD","Array, Hash Table, Math, Geometry"
"Reverse Linked List","https://leetcode.com/problems/reverse-linked-list","EASY","Linked List, Recursion"
"Convert Binary Search Tree to Sorted Doubly Linked List","https://leetcode.com/problems/convert-binary-search-tree-to-sorted-doubly-linked-list","MEDIUM","Linked List, Stack, Tree, Depth-First Search, Binary Search Tree, Binary Tree, Doubly-Linked List"
"Majority Element","https://leetcode.com/problems/majority-element","EASY","Array, Hash Table, Divide and Conquer, Sorting, Counting"
"Serialize and Deserialize Binary Tree","https://leetcode.com/problems/serialize-and-deserialize-binary-tree","HARD","String, Tree, Depth-First Search, Breadth-First Search, Design, Binary Tree"
"Minimum Size Subarray Sum","https://leetcode.com/problems/minimum-size-subarray-sum","MEDIUM","Array, Binary Search, Sliding Window, Prefix Sum"
"Merge Sorted Array","https://leetcode.com/problems/merge-sorted-array","EASY","Array, Two Pointers, Sorting"
"Reverse Integer","https://leetcode.com/problems/reverse-integer","MEDIUM","Math"
"Course Schedule II","https://leetcode.com/problems/course-schedule-ii","MEDIUM","Depth-First Search, Breadth-First Search, Graph, Topological Sort"
"Keys and Rooms","https://leetcode.com/problems/keys-and-rooms","MEDIUM","Depth-First Search, Breadth-First Search, Graph"
"Minimum Knight Moves","https://leetcode.com/problems/minimum-knight-moves","MEDIUM","Breadth-First Search"
"Find Pivot Index","https://leetcode.com/problems/find-pivot-index","EASY","Array, Prefix Sum"
"Design HashMap","https://leetcode.com/problems/design-hashmap","EASY","Array, Hash Table, Linked List, Design, Hash Function"
"Counting Bits","https://leetcode.com/problems/counting-bits","EASY","Dynamic Programming, Bit Manipulation"
"Best Time to Buy and Sell Stock IV","https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iv","HARD","Array, Dynamic Programming"
"House Robber","https://leetcode.com/problems/house-robber","MEDIUM","Array, Dynamic Programming"
"Find The Original Array of Prefix Xor","https://leetcode.com/problems/find-the-original-array-of-prefix-xor","MEDIUM","Array, Bit Manipulation"
"Intersection of Two Arrays","https://leetcode.com/problems/intersection-of-two-arrays","EASY","Array, Hash Table, Two Pointers, Binary Search, Sorting"
"Shuffle an Array","https://leetcode.com/problems/shuffle-an-array","MEDIUM","Array, Math, Design, Randomized"
"Verify Preorder Sequence in Binary Search Tree","https://leetcode.com/problems/verify-preorder-sequence-in-binary-search-tree","MEDIUM","Array, Stack, Tree, Binary Search Tree, Recursion, Monotonic Stack, Binary Tree"
"Linked List Random Node","https://leetcode.com/problems/linked-list-random-node","MEDIUM","Linked List, Math, Reservoir Sampling, Randomized"
"Set Matrix Zeroes","https://leetcode.com/problems/set-matrix-zeroes","MEDIUM","Array, Hash Table, Matrix"
"Remove Duplicates from Sorted List","https://leetcode.com/problems/remove-duplicates-from-sorted-list","EASY","Linked List"
"Coin Change","https://leetcode.com/problems/coin-change","MEDIUM","Array, Dynamic Programming, Breadth-First Search"
"Course Schedule","https://leetcode.com/problems/course-schedule","MEDIUM","Depth-First Search, Breadth-First Search, Graph, Topological Sort"
"Print in Order","https://leetcode.com/problems/print-in-order","EASY","Concurrency"
"Range Sum Query 2D - Immutable","https://leetcode.com/problems/range-sum-query-2d-immutable","MEDIUM","Array, Design, Matrix, Prefix Sum"
"Fizz Buzz","https://leetcode.com/problems/fizz-buzz","EASY","Math, String, Simulation"
"Meeting Rooms II","https://leetcode.com/problems/meeting-rooms-ii","MEDIUM","Array, Two Pointers, Greedy, Sorting, Heap (Priority Queue), Prefix Sum"
"Delete Node in a Linked List","https://leetcode.com/problems/delete-node-in-a-linked-list","MEDIUM","Linked List"
"Validate IP Address","https://leetcode.com/problems/validate-ip-address","MEDIUM","String"
"Greatest Common Divisor of Strings","https://leetcode.com/problems/greatest-common-divisor-of-strings","EASY","Math, String"
"Robot Bounded In Circle","https://leetcode.com/problems/robot-bounded-in-circle","MEDIUM","Math, String, Simulation"
"Valid Sudoku","https://leetcode.com/problems/valid-sudoku","MEDIUM","Array, Hash Table, Matrix"
"Longest Increasing Path in a Matrix","https://leetcode.com/problems/longest-increasing-path-in-a-matrix","HARD","Array, Dynamic Programming, Depth-First Search, Breadth-First Search, Graph, Topological Sort, Memoization, Matrix"
"Maximum Product Subarray","https://leetcode.com/problems/maximum-product-subarray","MEDIUM","Array, Dynamic Programming"
"Subarray Product Less Than K","https://leetcode.com/problems/subarray-product-less-than-k","MEDIUM","Array, Binary Search, Sliding Window, Prefix Sum"
"Min Stack","https://leetcode.com/problems/min-stack","MEDIUM","Stack, Design"
"3Sum","https://leetcode.com/problems/3sum","MEDIUM","Array, Two Pointers, Sorting"
"Is Subsequence","https://leetcode.com/problems/is-subsequence","EASY","Two Pointers, String, Dynamic Programming"
"Remove Nth Node From End of List","https://leetcode.com/problems/remove-nth-node-from-end-of-list","MEDIUM","Linked List, Two Pointers"
"Number of Operations to Make Network Connected","https://leetcode.com/problems/number-of-operations-to-make-network-connected","MEDIUM","Depth-First Search, Breadth-First Search, Union Find, Graph"
"All Possible Full Binary Trees","https://leetcode.com/problems/all-possible-full-binary-trees","MEDIUM","Dynamic Programming, Tree, Recursion, Memoization, Binary Tree"
"Rectangle Overlap","https://leetcode.com/problems/rectangle-overlap","EASY","Math, Geometry"
"Sort Characters By Frequency","https://leetcode.com/problems/sort-characters-by-frequency","MEDIUM","Hash Table, String, Sorting, Heap (Priority Queue), Bucket Sort, Counting"
"Swapping Nodes in a Linked List","https://leetcode.com/problems/swapping-nodes-in-a-linked-list","MEDIUM","Linked List, Two Pointers"
"Single Number","https://leetcode.com/problems/single-number","EASY","Array, Bit Manipulation"
"Count the Number of Good Subsequences","https://leetcode.com/problems/count-the-number-of-good-subsequences","MEDIUM","Hash Table, Math, String, Combinatorics, Counting"
