Title,Link,Difficulty,Topic
"Merge k Sorted Lists","https://leetcode.com/problems/merge-k-sorted-lists","HARD","Linked List, Divide and Conquer, Heap (Priority Queue), Merge Sort"
"Palindrome Number","https://leetcode.com/problems/palindrome-number","EASY","Math"
"Sort Colors","https://leetcode.com/problems/sort-colors","MEDIUM","Array, Two Pointers, Sorting"
"Longest Common Prefix","https://leetcode.com/problems/longest-common-prefix","EASY","String, Trie"
"Remove Duplicates from Sorted Array","https://leetcode.com/problems/remove-duplicates-from-sorted-array","EASY","Array, Two Pointers"
"Set Matrix Zeroes","https://leetcode.com/problems/set-matrix-zeroes","MEDIUM","Array, Hash Table, Matrix"
"Letter Combinations of a Phone Number","https://leetcode.com/problems/letter-combinations-of-a-phone-number","MEDIUM","Hash Table, String, Backtracking"
"Reverse Integer","https://leetcode.com/problems/reverse-integer","MEDIUM","Math"
"Word Search","https://leetcode.com/problems/word-search","MEDIUM","Array, String, Backtracking, Depth-First Search, Matrix"
"Generate Parentheses","https://leetcode.com/problems/generate-parentheses","MEDIUM","String, Dynamic Programming, Backtracking"
"Jump Game","https://leetcode.com/problems/jump-game","MEDIUM","Array, Dynamic Programming, Greedy"
"Next Permutation","https://leetcode.com/problems/next-permutation","MEDIUM","Array, Two Pointers"
"Remove Element","https://leetcode.com/problems/remove-element","EASY","Array, Two Pointers"
"Minimum Path Sum","https://leetcode.com/problems/minimum-path-sum","MEDIUM","Array, Dynamic Programming, Matrix"
"Binary Tree Zigzag Level Order Traversal","https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal","MEDIUM","Tree, Breadth-First Search, Binary Tree"
"String to Integer (atoi)","https://leetcode.com/problems/string-to-integer-atoi","MEDIUM","String"
"Validate Binary Search Tree","https://leetcode.com/problems/validate-binary-search-tree","MEDIUM","Tree, Depth-First Search, Binary Search Tree, Binary Tree"
"First Missing Positive","https://leetcode.com/problems/first-missing-positive","HARD","Array, Hash Table"
"Find the Index of the First Occurrence in a String","https://leetcode.com/problems/find-the-index-of-the-first-occurrence-in-a-string","EASY","Two Pointers, String, String Matching"
"Combination Sum","https://leetcode.com/problems/combination-sum","MEDIUM","Array, Backtracking"
"Find First and Last Position of Element in Sorted Array","https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array","MEDIUM","Array, Binary Search"
"Largest Rectangle in Histogram","https://leetcode.com/problems/largest-rectangle-in-histogram","HARD","Array, Stack, Monotonic Stack"
"Jump Game II","https://leetcode.com/problems/jump-game-ii","MEDIUM","Array, Dynamic Programming, Greedy"
"Permutations","https://leetcode.com/problems/permutations","MEDIUM","Array, Backtracking"
"Unique Paths","https://leetcode.com/problems/unique-paths","MEDIUM","Math, Dynamic Programming, Combinatorics"
"Swap Nodes in Pairs","https://leetcode.com/problems/swap-nodes-in-pairs","MEDIUM","Linked List, Recursion"
"4Sum","https://leetcode.com/problems/4sum","MEDIUM","Array, Two Pointers, Sorting"
"Search Insert Position","https://leetcode.com/problems/search-insert-position","EASY","Array, Binary Search"
"Pow(x, n)","https://leetcode.com/problems/powx-n","MEDIUM","Math, Recursion"
"Integer to Roman","https://leetcode.com/problems/integer-to-roman","MEDIUM","Hash Table, Math, String"
"Subsets","https://leetcode.com/problems/subsets","MEDIUM","Array, Backtracking, Bit Manipulation"
"Regular Expression Matching","https://leetcode.com/problems/regular-expression-matching","HARD","String, Dynamic Programming, Recursion"
"Search a 2D Matrix","https://leetcode.com/problems/search-a-2d-matrix","MEDIUM","Array, Binary Search, Matrix"
"Binary Tree Level Order Traversal","https://leetcode.com/problems/binary-tree-level-order-traversal","MEDIUM","Tree, Breadth-First Search, Binary Tree"
"N-Queens","https://leetcode.com/problems/n-queens","HARD","Array, Backtracking"
"Valid Sudoku","https://leetcode.com/problems/valid-sudoku","MEDIUM","Array, Hash Table, Matrix"
"Binary Tree Inorder Traversal","https://leetcode.com/problems/binary-tree-inorder-traversal","EASY","Stack, Tree, Depth-First Search, Binary Tree"
"Divide Two Integers","https://leetcode.com/problems/divide-two-integers","MEDIUM","Math, Bit Manipulation"
"Remove Nth Node From End of List","https://leetcode.com/problems/remove-nth-node-from-end-of-list","MEDIUM","Linked List, Two Pointers"
"Edit Distance","https://leetcode.com/problems/edit-distance","MEDIUM","String, Dynamic Programming"
"Simplify Path","https://leetcode.com/problems/simplify-path","MEDIUM","String, Stack"
"Restore IP Addresses","https://leetcode.com/problems/restore-ip-addresses","MEDIUM","String, Backtracking"
"Sudoku Solver","https://leetcode.com/problems/sudoku-solver","HARD","Array, Hash Table, Backtracking, Matrix"
"Longest Valid Parentheses","https://leetcode.com/problems/longest-valid-parentheses","HARD","String, Dynamic Programming, Stack"
"Decode Ways","https://leetcode.com/problems/decode-ways","MEDIUM","String, Dynamic Programming"
"Maximal Rectangle","https://leetcode.com/problems/maximal-rectangle","HARD","Array, Dynamic Programming, Stack, Matrix, Monotonic Stack"
"Sqrt(x)","https://leetcode.com/problems/sqrtx","EASY","Math, Binary Search"
"Reverse Linked List II","https://leetcode.com/problems/reverse-linked-list-ii","MEDIUM","Linked List"
"Permutations II","https://leetcode.com/problems/permutations-ii","MEDIUM","Array, Backtracking, Sorting"
"Zigzag Conversion","https://leetcode.com/problems/zigzag-conversion","MEDIUM","String"
"Plus One","https://leetcode.com/problems/plus-one","EASY","Array, Math"
"Symmetric Tree","https://leetcode.com/problems/symmetric-tree","EASY","Tree, Depth-First Search, Breadth-First Search, Binary Tree"
"Add Binary","https://leetcode.com/problems/add-binary","EASY","Math, String, Bit Manipulation, Simulation"
"Minimum Window Substring","https://leetcode.com/problems/minimum-window-substring","HARD","Hash Table, String, Sliding Window"
"Search in Rotated Sorted Array II","https://leetcode.com/problems/search-in-rotated-sorted-array-ii","MEDIUM","Array, Binary Search"
"Wildcard Matching","https://leetcode.com/problems/wildcard-matching","HARD","String, Dynamic Programming, Greedy, Recursion"
"Remove Duplicates from Sorted List","https://leetcode.com/problems/remove-duplicates-from-sorted-list","EASY","Linked List"
"Remove Duplicates from Sorted Array II","https://leetcode.com/problems/remove-duplicates-from-sorted-array-ii","MEDIUM","Array, Two Pointers"
"Insert Interval","https://leetcode.com/problems/insert-interval","MEDIUM","Array"
"Combination Sum II","https://leetcode.com/problems/combination-sum-ii","MEDIUM","Array, Backtracking"
"Multiply Strings","https://leetcode.com/problems/multiply-strings","MEDIUM","Math, String, Simulation"
"Text Justification","https://leetcode.com/problems/text-justification","HARD","Array, String, Simulation"
"Spiral Matrix II","https://leetcode.com/problems/spiral-matrix-ii","MEDIUM","Array, Matrix, Simulation"
"Length of Last Word","https://leetcode.com/problems/length-of-last-word","EASY","String"
"Recover Binary Search Tree","https://leetcode.com/problems/recover-binary-search-tree","MEDIUM","Tree, Depth-First Search, Binary Search Tree, Binary Tree"
"Interleaving String","https://leetcode.com/problems/interleaving-string","MEDIUM","String, Dynamic Programming"
"Same Tree","https://leetcode.com/problems/same-tree","EASY","Tree, Depth-First Search, Breadth-First Search, Binary Tree"
"Maximum Depth of Binary Tree","https://leetcode.com/problems/maximum-depth-of-binary-tree","EASY","Tree, Depth-First Search, Breadth-First Search, Binary Tree"
"Subsets II","https://leetcode.com/problems/subsets-ii","MEDIUM","Array, Backtracking, Bit Manipulation"
"Rotate List","https://leetcode.com/problems/rotate-list","MEDIUM","Linked List, Two Pointers"
"Remove Duplicates from Sorted List II","https://leetcode.com/problems/remove-duplicates-from-sorted-list-ii","MEDIUM","Linked List, Two Pointers"
"Combinations","https://leetcode.com/problems/combinations","MEDIUM","Backtracking"
"Count and Say","https://leetcode.com/problems/count-and-say","MEDIUM","String"
"3Sum Closest","https://leetcode.com/problems/3sum-closest","MEDIUM","Array, Two Pointers, Sorting"
"Substring with Concatenation of All Words","https://leetcode.com/problems/substring-with-concatenation-of-all-words","HARD","Hash Table, String, Sliding Window"
"Partition List","https://leetcode.com/problems/partition-list","MEDIUM","Linked List, Two Pointers"
"Unique Paths II","https://leetcode.com/problems/unique-paths-ii","MEDIUM","Array, Dynamic Programming, Matrix"
"Unique Binary Search Trees","https://leetcode.com/problems/unique-binary-search-trees","MEDIUM","Math, Dynamic Programming, Tree, Binary Search Tree, Binary Tree"
"N-Queens II","https://leetcode.com/problems/n-queens-ii","HARD","Backtracking"
"Unique Binary Search Trees II","https://leetcode.com/problems/unique-binary-search-trees-ii","MEDIUM","Dynamic Programming, Backtracking, Tree, Binary Search Tree, Binary Tree"
