Title,Link,Difficulty,Topic
"Longest Substring Without Repeating Characters","https://leetcode.com/problems/longest-substring-without-repeating-characters","MEDIUM","Hash Table, String, Sliding Window"
"Asteroid Collision","https://leetcode.com/problems/asteroid-collision","MEDIUM","Array, Stack, Simulation"
"Cherry Pickup II","https://leetcode.com/problems/cherry-pickup-ii","HARD","Array, Dynamic Programming, Matrix"
"Minimum Adjacent Swaps for K Consecutive Ones","https://leetcode.com/problems/minimum-adjacent-swaps-for-k-consecutive-ones","HARD","Array, Greedy, Sliding Window, Prefix Sum"
"Two Sum","https://leetcode.com/problems/two-sum","EASY","Array, Hash Table"
"Strong Password Checker","https://leetcode.com/problems/strong-password-checker","HARD","String, Greedy, Heap (Priority Queue)"
"Create Maximum Number","https://leetcode.com/problems/create-maximum-number","HARD","Array, Two Pointers, Stack, Greedy, Monotonic Stack"
"Product of Array Except Self","https://leetcode.com/problems/product-of-array-except-self","MEDIUM","Array, Prefix Sum"
"Number of Islands","https://leetcode.com/problems/number-of-islands","MEDIUM","Array, Depth-First Search, Breadth-First Search, Union Find, Matrix"
"Rotting Oranges","https://leetcode.com/problems/rotting-oranges","MEDIUM","Array, Breadth-First Search, Matrix"
"Gas Station","https://leetcode.com/problems/gas-station","MEDIUM","Array, Greedy"
"Course Schedule","https://leetcode.com/problems/course-schedule","MEDIUM","Depth-First Search, Breadth-First Search, Graph, Topological Sort"
"Maximum Profit in Job Scheduling","https://leetcode.com/problems/maximum-profit-in-job-scheduling","HARD","Array, Binary Search, Dynamic Programming, Sorting"
"Largest Rectangle in Histogram","https://leetcode.com/problems/largest-rectangle-in-histogram","HARD","Array, Stack, Monotonic Stack"
"Dungeon Game","https://leetcode.com/problems/dungeon-game","HARD","Array, Dynamic Programming, Matrix"
"Subarray Sum Equals K","https://leetcode.com/problems/subarray-sum-equals-k","MEDIUM","Array, Hash Table, Prefix Sum"
"Sort Colors","https://leetcode.com/problems/sort-colors","MEDIUM","Array, Two Pointers, Sorting"
"Edit Distance","https://leetcode.com/problems/edit-distance","MEDIUM","String, Dynamic Programming"
"Merge Two Sorted Lists","https://leetcode.com/problems/merge-two-sorted-lists","EASY","Linked List, Recursion"
"Partition Equal Subset Sum","https://leetcode.com/problems/partition-equal-subset-sum","MEDIUM","Array, Dynamic Programming"
"Median of Two Sorted Arrays","https://leetcode.com/problems/median-of-two-sorted-arrays","HARD","Array, Binary Search, Divide and Conquer"
"Burst Balloons","https://leetcode.com/problems/burst-balloons","HARD","Array, Dynamic Programming"
"Maximum Width of Binary Tree","https://leetcode.com/problems/maximum-width-of-binary-tree","MEDIUM","Tree, Depth-First Search, Breadth-First Search, Binary Tree"
"Find K-th Smallest Pair Distance","https://leetcode.com/problems/find-k-th-smallest-pair-distance","HARD","Array, Two Pointers, Binary Search, Sorting"
"Decode Ways","https://leetcode.com/problems/decode-ways","MEDIUM","String, Dynamic Programming"
"Binary Tree Zigzag Level Order Traversal","https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal","MEDIUM","Tree, Breadth-First Search, Binary Tree"
"First Missing Positive","https://leetcode.com/problems/first-missing-positive","HARD","Array, Hash Table"
"Candy","https://leetcode.com/problems/candy","HARD","Array, Greedy"
"Merge Intervals","https://leetcode.com/problems/merge-intervals","MEDIUM","Array, Sorting"
"Open the Lock","https://leetcode.com/problems/open-the-lock","MEDIUM","Array, Hash Table, String, Breadth-First Search"
"Cherry Pickup","https://leetcode.com/problems/cherry-pickup","HARD","Array, Dynamic Programming, Matrix"
"Maximum Performance of a Team","https://leetcode.com/problems/maximum-performance-of-a-team","HARD","Array, Greedy, Sorting, Heap (Priority Queue)"
"Number of Students Unable to Eat Lunch","https://leetcode.com/problems/number-of-students-unable-to-eat-lunch","EASY","Array, Stack, Queue, Simulation"
"Next Greater Element I","https://leetcode.com/problems/next-greater-element-i","EASY","Array, Hash Table, Stack, Monotonic Stack"
"House Robber","https://leetcode.com/problems/house-robber","MEDIUM","Array, Dynamic Programming"
"Rank Teams by Votes","https://leetcode.com/problems/rank-teams-by-votes","MEDIUM","Array, Hash Table, String, Sorting, Counting"
"Cut Off Trees for Golf Event","https://leetcode.com/problems/cut-off-trees-for-golf-event","HARD","Array, Breadth-First Search, Heap (Priority Queue), Matrix"
"Search in Rotated Sorted Array","https://leetcode.com/problems/search-in-rotated-sorted-array","MEDIUM","Array, Binary Search"
"Reconstruct Itinerary","https://leetcode.com/problems/reconstruct-itinerary","HARD","Depth-First Search, Graph, Eulerian Circuit"
"Jump Game","https://leetcode.com/problems/jump-game","MEDIUM","Array, Dynamic Programming, Greedy"
"Remove Duplicates from Sorted Array","https://leetcode.com/problems/remove-duplicates-from-sorted-array","EASY","Array, Two Pointers"
"Find Peak Element","https://leetcode.com/problems/find-peak-element","MEDIUM","Array, Binary Search"
"Maximal Rectangle","https://leetcode.com/problems/maximal-rectangle","HARD","Array, Dynamic Programming, Stack, Matrix, Monotonic Stack"
"Lowest Common Ancestor of a Binary Tree","https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree","MEDIUM","Tree, Depth-First Search, Binary Tree"
"Word Break","https://leetcode.com/problems/word-break","MEDIUM","Array, Hash Table, String, Dynamic Programming, Trie, Memoization"
"Amount of Time for Binary Tree to Be Infected","https://leetcode.com/problems/amount-of-time-for-binary-tree-to-be-infected","MEDIUM","Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree"
"Copy List with Random Pointer","https://leetcode.com/problems/copy-list-with-random-pointer","MEDIUM","Hash Table, Linked List"
"Predict the Winner","https://leetcode.com/problems/predict-the-winner","MEDIUM","Array, Math, Dynamic Programming, Recursion, Game Theory"
"01 Matrix","https://leetcode.com/problems/01-matrix","MEDIUM","Array, Dynamic Programming, Breadth-First Search, Matrix"
"3Sum","https://leetcode.com/problems/3sum","MEDIUM","Array, Two Pointers, Sorting"
"Unique Paths II","https://leetcode.com/problems/unique-paths-ii","MEDIUM","Array, Dynamic Programming, Matrix"
"Surrounded Regions","https://leetcode.com/problems/surrounded-regions","MEDIUM","Array, Depth-First Search, Breadth-First Search, Union Find, Matrix"
"Best Time to Buy and Sell Stock","https://leetcode.com/problems/best-time-to-buy-and-sell-stock","EASY","Array, Dynamic Programming"
"Populating Next Right Pointers in Each Node","https://leetcode.com/problems/populating-next-right-pointers-in-each-node","MEDIUM","Linked List, Tree, Depth-First Search, Breadth-First Search, Binary Tree"
"Majority Element","https://leetcode.com/problems/majority-element","EASY","Array, Hash Table, Divide and Conquer, Sorting, Counting"
"Same Tree","https://leetcode.com/problems/same-tree","EASY","Tree, Depth-First Search, Breadth-First Search, Binary Tree"
"Longest Consecutive Sequence","https://leetcode.com/problems/longest-consecutive-sequence","MEDIUM","Array, Hash Table, Union Find"
"Jump Game II","https://leetcode.com/problems/jump-game-ii","MEDIUM","Array, Dynamic Programming, Greedy"
"Longest String Chain","https://leetcode.com/problems/longest-string-chain","MEDIUM","Array, Hash Table, Two Pointers, String, Dynamic Programming, Sorting"
"All Nodes Distance K in Binary Tree","https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree","MEDIUM","Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree"
"Filling Bookcase Shelves","https://leetcode.com/problems/filling-bookcase-shelves","MEDIUM","Array, Dynamic Programming"
"Path Sum II","https://leetcode.com/problems/path-sum-ii","MEDIUM","Backtracking, Tree, Depth-First Search, Binary Tree"
"Longest Repeating Character Replacement","https://leetcode.com/problems/longest-repeating-character-replacement","MEDIUM","Hash Table, String, Sliding Window"
"Daily Temperatures","https://leetcode.com/problems/daily-temperatures","MEDIUM","Array, Stack, Monotonic Stack"
"Rotate Array","https://leetcode.com/problems/rotate-array","MEDIUM","Array, Math, Two Pointers"
"Minimum Number of Refueling Stops","https://leetcode.com/problems/minimum-number-of-refueling-stops","HARD","Array, Dynamic Programming, Greedy, Heap (Priority Queue)"
"Car Pooling","https://leetcode.com/problems/car-pooling","MEDIUM","Array, Sorting, Heap (Priority Queue), Simulation, Prefix Sum"
"Maximum Sum Circular Subarray","https://leetcode.com/problems/maximum-sum-circular-subarray","MEDIUM","Array, Divide and Conquer, Dynamic Programming, Queue, Monotonic Queue"
"Minimum Area Rectangle","https://leetcode.com/problems/minimum-area-rectangle","MEDIUM","Array, Hash Table, Math, Geometry, Sorting"
"Sliding Window Median","https://leetcode.com/problems/sliding-window-median","HARD","Array, Hash Table, Sliding Window, Heap (Priority Queue)"
"Minimum Number of Arrows to Burst Balloons","https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons","MEDIUM","Array, Greedy, Sorting"
"Minimum Cost For Tickets","https://leetcode.com/problems/minimum-cost-for-tickets","MEDIUM","Array, Dynamic Programming"
"Path Sum III","https://leetcode.com/problems/path-sum-iii","MEDIUM","Tree, Depth-First Search, Binary Tree"
"Last Stone Weight","https://leetcode.com/problems/last-stone-weight","EASY","Array, Heap (Priority Queue)"
"Patching Array","https://leetcode.com/problems/patching-array","HARD","Array, Greedy"
"Course Schedule III","https://leetcode.com/problems/course-schedule-iii","HARD","Array, Greedy, Sorting, Heap (Priority Queue)"
"Minimum Number of Taps to Open to Water a Garden","https://leetcode.com/problems/minimum-number-of-taps-to-open-to-water-a-garden","HARD","Array, Dynamic Programming, Greedy"
"Sliding Window Maximum","https://leetcode.com/problems/sliding-window-maximum","HARD","Array, Queue, Sliding Window, Heap (Priority Queue), Monotonic Queue"
"Maximum Running Time of N Computers","https://leetcode.com/problems/maximum-running-time-of-n-computers","HARD","Array, Binary Search, Greedy, Sorting"
"Crawler Log Folder","https://leetcode.com/problems/crawler-log-folder","EASY","Array, String, Stack"
"Furthest Building You Can Reach","https://leetcode.com/problems/furthest-building-you-can-reach","MEDIUM","Array, Greedy, Heap (Priority Queue)"
"Kth Largest Element in an Array","https://leetcode.com/problems/kth-largest-element-in-an-array","MEDIUM","Array, Divide and Conquer, Sorting, Heap (Priority Queue), Quickselect"
"Binary Tree Right Side View","https://leetcode.com/problems/binary-tree-right-side-view","MEDIUM","Tree, Depth-First Search, Breadth-First Search, Binary Tree"
"Put Marbles in Bags","https://leetcode.com/problems/put-marbles-in-bags","HARD","Array, Greedy, Sorting, Heap (Priority Queue)"
