Title,Link,Difficulty,Topic
"The Time When the Network Becomes Idle","https://leetcode.com/problems/the-time-when-the-network-becomes-idle","MEDIUM","Array, Breadth-First Search, Graph"
"Top K Frequent Elements","https://leetcode.com/problems/top-k-frequent-elements","MEDIUM","Array, Hash Table, Divide and Conquer, Sorting, Heap (Priority Queue), Bucket Sort, Counting, Quickselect"
"Word Search","https://leetcode.com/problems/word-search","MEDIUM","Array, String, Backtracking, Depth-First Search, Matrix"
"Longest Consecutive Sequence","https://leetcode.com/problems/longest-consecutive-sequence","MEDIUM","Array, Hash Table, Union Find"
"Russian Doll Envelopes","https://leetcode.com/problems/russian-doll-envelopes","HARD","Array, Binary Search, Dynamic Programming, Sorting"
"Two Sum","https://leetcode.com/problems/two-sum","EASY","Array, Hash Table"
"Longest Substring Without Repeating Characters","https://leetcode.com/problems/longest-substring-without-repeating-characters","MEDIUM","Hash Table, String, Sliding Window"
"Count Vowels Permutation","https://leetcode.com/problems/count-vowels-permutation","HARD","Dynamic Programming"
"Integer to Roman","https://leetcode.com/problems/integer-to-roman","MEDIUM","Hash Table, Math, String"
"Nth Highest Salary","https://leetcode.com/problems/nth-highest-salary","MEDIUM","Database"
"Pairs of Songs With Total Durations Divisible by 60","https://leetcode.com/problems/pairs-of-songs-with-total-durations-divisible-by-60","MEDIUM","Array, Hash Table, Counting"
"Merge Sorted Array","https://leetcode.com/problems/merge-sorted-array","EASY","Array, Two Pointers, Sorting"
"Crawler Log Folder","https://leetcode.com/problems/crawler-log-folder","EASY","Array, String, Stack"
"Jump Game II","https://leetcode.com/problems/jump-game-ii","MEDIUM","Array, Dynamic Programming, Greedy"
"Boats to Save People","https://leetcode.com/problems/boats-to-save-people","MEDIUM","Array, Two Pointers, Greedy, Sorting"
"Design Tic-Tac-Toe","https://leetcode.com/problems/design-tic-tac-toe","MEDIUM","Array, Hash Table, Design, Matrix, Simulation"
"Maximum Number of Occurrences of a Substring","https://leetcode.com/problems/maximum-number-of-occurrences-of-a-substring","MEDIUM","Hash Table, String, Sliding Window"
"Search Suggestions System","https://leetcode.com/problems/search-suggestions-system","MEDIUM","Array, String, Binary Search, Trie, Sorting, Heap (Priority Queue)"
"Kth Largest Element in a Stream","https://leetcode.com/problems/kth-largest-element-in-a-stream","EASY","Tree, Design, Binary Search Tree, Heap (Priority Queue), Binary Tree, Data Stream"
"Design a Food Rating System","https://leetcode.com/problems/design-a-food-rating-system","MEDIUM","Array, Hash Table, String, Design, Heap (Priority Queue), Ordered Set"
"Maximum Subarray","https://leetcode.com/problems/maximum-subarray","MEDIUM","Array, Divide and Conquer, Dynamic Programming"
"Lowest Common Ancestor of a Binary Tree III","https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iii","MEDIUM","Hash Table, Two Pointers, Tree, Binary Tree"
"Find First and Last Position of Element in Sorted Array","https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array","MEDIUM","Array, Binary Search"
"Find Words That Can Be Formed by Characters","https://leetcode.com/problems/find-words-that-can-be-formed-by-characters","EASY","Array, Hash Table, String, Counting"
"Count Vowel Strings in Ranges","https://leetcode.com/problems/count-vowel-strings-in-ranges","MEDIUM","Array, String, Prefix Sum"
"Container With Most Water","https://leetcode.com/problems/container-with-most-water","MEDIUM","Array, Two Pointers, Greedy"
"Design Add and Search Words Data Structure","https://leetcode.com/problems/design-add-and-search-words-data-structure","MEDIUM","String, Depth-First Search, Design, Trie"
"Assign Cookies","https://leetcode.com/problems/assign-cookies","EASY","Array, Two Pointers, Greedy, Sorting"
"3Sum","https://leetcode.com/problems/3sum","MEDIUM","Array, Two Pointers, Sorting"
"Trapping Rain Water","https://leetcode.com/problems/trapping-rain-water","HARD","Array, Two Pointers, Dynamic Programming, Stack, Monotonic Stack"
"Design Hit Counter","https://leetcode.com/problems/design-hit-counter","MEDIUM","Array, Binary Search, Design, Queue, Data Stream"
"Unique Paths II","https://leetcode.com/problems/unique-paths-ii","MEDIUM","Array, Dynamic Programming, Matrix"
"Maximum Path Quality of a Graph","https://leetcode.com/problems/maximum-path-quality-of-a-graph","HARD","Array, Backtracking, Graph"
"Tallest Billboard","https://leetcode.com/problems/tallest-billboard","HARD","Array, Dynamic Programming"
"Add Two Integers","https://leetcode.com/problems/add-two-integers","EASY","Math"
"Find K Closest Elements","https://leetcode.com/problems/find-k-closest-elements","MEDIUM","Array, Two Pointers, Binary Search, Sliding Window, Sorting, Heap (Priority Queue)"
"Number of Digit One","https://leetcode.com/problems/number-of-digit-one","HARD","Math, Dynamic Programming, Recursion"
"Valid Anagram","https://leetcode.com/problems/valid-anagram","EASY","Hash Table, String, Sorting"
"Single Element in a Sorted Array","https://leetcode.com/problems/single-element-in-a-sorted-array","MEDIUM","Array, Binary Search"
"Coin Change","https://leetcode.com/problems/coin-change","MEDIUM","Array, Dynamic Programming, Breadth-First Search"
"Last Day Where You Can Still Cross","https://leetcode.com/problems/last-day-where-you-can-still-cross","HARD","Array, Binary Search, Depth-First Search, Breadth-First Search, Union Find, Matrix"
